workId,workTitle,Author,Century
L466,Phaedo,Apuleius,CE 2
L467,Epitoma historiarum,Apuleius,CE 2
L468,De republica,Apuleius,CE 2
L469,De medicinalibus,Apuleius,CE 2
L470,De re rustica,Apuleius,CE 2
L471,De arboribus,Apuleius,CE 2
L472,Incerta,Apuleius,CE 2
L473,Carmen de virtutibus Orfiti,Apuleius,CE 2
L474,De arithmetica,Apuleius,CE 2
L475,De musica,Apuleius,CE 2
L476,De piscibus,Apuleius,CE 2
L477,De remediis salutaribus,Apuleius,CE 2
L478,Eroticus,Apuleius,CE 2
L479,Herbarius,Apuleius,CE 2
L480,Hymni in Aesculapium,Apuleius,CE 2
L481,Oratio coram Lolliano Avito,Apuleius,CE 2
L482,Physiognomonia,Apuleius,CE 2
L483,Pro statua sibi ad Oeenses locanda oratio,Apuleius,CE 2
L484,Quaestiones convivales,Apuleius,CE 2
L485,Anechomenos,Apuleius,CE 2
L486,carminum fragmenta,Apuleius,CE 2
L487,fragmentum poeticum flor. c. 7 insertum,Apuleius,CE 2
L488,Historia Evangelica,Gaius Vettius Aquilinus Iuvencus,CE 4
L489,Sacramentorum ordinem,Gaius Vettius Aquilinus Iuvencus,CE 4
L490,evangeliorum libri,Gaius Vettius Aquilinus Iuvencus,CE 4
L491,De Figuris Sententiarum et Elocutionis,Aquila Romanus,CE 3
L492,Boeotia,Aquilius comoedius,BCE 2/1?
L493,?,Aquilius Niger,
L494,Fragmenta iurisprudentia,Gaius Aquilius Gallus,BCE 1
L495,Aursiani Messii Exempla Elocutionis,Arusianus Messius / Arusianus Messus,CE 4/5
L496,Epistola ad Florianum,Arator,CE 6
L497,Epistola ad Parthenium,Arator,CE 6
L498,Epistola ad Vigilium,Arator,CE 6
L499,De Actibus Apostolorum,Arator,CE 6
L500,in historiam praefatio,Arator,CE 6
L501,Carmen,Arbonius Silo,
L502,Allocutio pro reconciliatione poenitentium,Archidiaconus quidam,
L503,Argumenta Aeneidis Decasticha,Argumenta Aeneidis Decasticha,CE 4/5
L504,Argumenta Aeneidis Monosticha,Argumenta Aeneidis Monosticha,CE 4/5
L505,,Marcus Aristius Fuscus,BCE 1
L506,Oeconomica,Ps.-Aristotle,
L507,Secreti Secretorum,Ps.-Aristotle,
L508,Diligentia,Armenius - Honorius monachus,CE 6
L509,Disputationes adversus gentes,Arnobius Afer,CE 3
L510,Segmentum,Arnobius Afer,CE 3
L511,versus Orphici,Arnobius Afer,CE 3
L512,Praedestinatus,Arnobius Iunior,CE 5
L513,Conflictus cum Serapione,Arnobius Iunior,CE 5
L514,Expositiunculae in evangelium,Arnobius Iunior,CE 5
L515,Liber ad Gregoriam,Arnobius Iunior,CE 5
L516,Conflictus de Deo trino et uno,Arnobius Iunior,CE 5
L517,Commentarii in Psalmos,Arnobius Iunior,CE 5
L518,Annotationes ad quaedam evangeliorum loca,Arnobius iunior Ps.,
L519,Historiae Belli Punici,L. Arruntius,BCE 1
L520,,Arruntius Celsus,
L521,Ars Bobiensis,Ars Bobiensis,CE 5
L522,,Gaius Artorius Proculus,BCE 1
L523,Laudes Thrasea Paeti?,Quintus Iunius Arulenus Rusticus,CE 1
L524,De comparatione patris ac Ciceronis,Gallus Gaius Asinius,BCE 1-CE 1
L525,epigramma,Gallus Gaius Asinius,BCE 1-CE 1
L526,Asclepius,Anonymous,CE 4
L527,In senatu contra L. Pisonem,Quintus Asconius Pedianus,CE 1
L528,Pro Scauro,Quintus Asconius Pedianus,CE 1
L529,Pro Milone,Quintus Asconius Pedianus,CE 1
L530,Pro Cornelio,Quintus Asconius Pedianus,CE 1
L531,In toga candida,Quintus Asconius Pedianus,CE 1
L532,De Vita Sallusti Crispi,Quintus Asconius Pedianus,CE 1
L533,Ascensio Isaiae,Ascensio Isaiae,
L534,Historiae / Res gestae / Res Romanae,Sempronius Asellio,BCE 2
L535,Ars,Aelius Festus Asmonius,CE 4
L536,Aspri Ars Maior,Asper,
L537,Commentarii in Terentium Sallustium Vergilium,Aemilius Asper,CE 2
L538,Grammatica Vergiliana,Aemilius Asper,CE 2
L539,Assumptio Moysi,Assumptio Moysi,
L540,Parthenopaeus,Astydamas,BCE 4
L541,Alcmaeon,Astydamas,BCE 4
L542,Hector,Astydamas,BCE 4
L543,Liber Annalis,Titus Pomponius Atticus,BCE 1
L544,Grammatica fragmenta,Lucius Ateius Praetextatus,BCE 1
L545,Breviarium Rerum Omnium Romanorum,Lucius Ateius Praetextatus,BCE 1
L546,Epistolae ad Luciferum,Athanasius Alexandrinus,CE 4
L547,Epistola ad Luciferum,Athanasius Alexandrinus,CE 4
L548,De observationibus monachorum,Athanasius Alexandrinus,CE 4
L549,Exhortatio ad sponsam Christi,Athanasius Alexandrinus,CE 4
L550,Vita B. Antonii Abbatis,Athanasius Alexandrinus - Evagrius Antiochensis,CE 4
L551,Exhortatio Ad Monachos,Athanasius Ps.,
L552,Incerta,Atilius comicus,BCE 3/2
L553,Misogonos,Atilius comicus,BCE 3/2
L554,Boeotia,Atilius comicus,BCE 3/2
L555,Agroikos,Atilius comicus,BCE 3/2
L556,Commorientes,Atilius comicus,BCE 3/2
L557,comoediarum fragmenta,Atilius comicus,BCE 3/2
L558,Epigrammata,Titus Quinctius Atta,BCE 2-1
L559,Aedilicia,Titus Quinctius Atta,BCE 2-1
L560,Aquae Caldae,Titus Quinctius Atta,BCE 2-1
L561,Conciliatrix,Titus Quinctius Atta,BCE 2-1
L562,Gratulatio,Titus Quinctius Atta,BCE 2-1
L563,Lucubratio,Titus Quinctius Atta,BCE 2-1
L564,Megalensia,Titus Quinctius Atta,BCE 2-1
L565,Nurus,Titus Quinctius Atta,BCE 2-1
L566,Satura,Titus Quinctius Atta,BCE 2-1
L567,Socrus,Titus Quinctius Atta,BCE 2-1
L568,Supplicatio,Titus Quinctius Atta,BCE 2-1
L569,Tiro Proficiscens,Titus Quinctius Atta,BCE 2-1
L570,Incerta,Titus Quinctius Atta,BCE 2-1
L571,carminis fragmentum,Titus Quinctius Atta,BCE 2-1
L572,Tabula,Titus Quinctius Atta,BCE 2-1
L573,togatarum fragmenta,Titus Quinctius Atta,BCE 2-1
L574,Audacis Excerpta De Scauro et Palladio,Audax,CE 5
L575,Bellum Germanicum,Aufidius Bassus,CE 1
L576,?,Aufidius Bassus,CE 1
L577,Grammatica,Aufustius,BCE 1 - CE 1
L578,Altercationes christianae philosphiae contra erroneas et seductiles paganorum philosophorum versutias excerptae ex S. Augustini libris aliquot,Augustinus Hipponensis,CE 4
L579,De Pulchro et Apto,Augustinus Hipponensis,CE 4
L580,De beata vita,Augustinus Hipponensis,CE 4
L581,De Ordine,Augustinus Hipponensis,CE 4
L582,De Immortalitate Animae,Augustinus Hipponensis,CE 4
L583,De Musica,Augustinus Hipponensis,CE 4
L584,De Libero Arbitrio (Bk 1),Augustinus Hipponensis,CE 4
L585,De Quantitate Animae,Augustinus Hipponensis,CE 4
L586,De Genesi contra Manichaeos,Augustinus Hipponensis,CE 4
L587,De magistro,Augustinus Hipponensis,CE 4
L588,De Moribus Ecclesiae et de Moribus Manichaeorum,Augustinus Hipponensis,CE 4
L589,De Vera Religione,Augustinus Hipponensis,CE 4
L590,Acta seu Disputatio contra Fortunatum Manichaeum,Augustinus Hipponensis,CE 4
L591,De Duabus Animabus contra Manichaeos,Augustinus Hipponensis,CE 4
L592,De utilitate credendi,Augustinus Hipponensis,CE 4
L593,De Fide et Symbolo,Augustinus Hipponensis,CE 4
L594,De Genesi ad Litteram Imperfectus Liber,Augustinus Hipponensis,CE 4
L595,De Sermone Domini in Monte,Augustinus Hipponensis,CE 4
L596,Psalmus contra Partem Donati,Augustinus Hipponensis,CE 4
L597,De Libero Arbitrio (Bk 2-3),Augustinus Hipponensis,CE 4
L598,De Mendacio,Augustinus Hipponensis,CE 4
L599,Epistolae ad Romanos Inchoata Expositio,Augustinus Hipponensis,CE 4
L600,Expositio Epistolae ad Galatas,Augustinus Hipponensis,CE 4
L601,Expositio Quarumdam Propositionum ex Epistola ad Romanos,Augustinus Hipponensis,CE 4
L602,Contra Epistolam Manichaei quam Vocant Fundamenti,Augustinus Hipponensis,CE 4
L603,De Agone Christiano,Augustinus Hipponensis,CE 4
L604,De Diversis Quaestionibus ad Simplicianum,Augustinus Hipponensis,CE 4
L605,Contra Faustum Manichaeum,Augustinus Hipponensis,CE 4
L606,Adnotationes in Iob,Augustinus Hipponensis,CE 4
L607,Contra Secundinum Manichaeum,Augustinus Hipponensis,CE 4
L608,De Natura Boni contra Manichaeos,Augustinus Hipponensis,CE 4
L609,Contra Epistolam Parmeniani,Augustinus Hipponensis,CE 4
L610,De baptismo contra Donatistas,Augustinus Hipponensis,CE 4
L611,De Catechizandis Rudibus,Augustinus Hipponensis,CE 4
L612,De Consensu Evangelistarum,Augustinus Hipponensis,CE 4
L613,De Fide Rerum quae non Videntur,Augustinus Hipponensis,CE 4
L614,Quaestiones Evangeliorum,Augustinus Hipponensis,CE 4
L615,Confessiones,Augustinus Hipponensis,CE 4
L616,Ad inquisitiones Ianuarii (=Epp. 54-5),Augustinus Hipponensis,CE 4
L617,De Opere Monachorum,Augustinus Hipponensis,CE 4
L618,Contra Litteras Petiliani,Augustinus Hipponensis,CE 4
L619,De Unitate Ecclesiae,Augustinus Hipponensis,CE 4
L620,Contra Cresconium grammaticum Donatistam,Augustinus Hipponensis,CE 4
L621,Epistola 93 [to Vincentius Donatist Bishop of Cartenna],Augustinus Hipponensis,CE 4
L622,Quaestiones expositae contra paganos (=Ep. 102),Augustinus Hipponensis,CE 4
L623,Epistola 101 [to Memor],Augustinus Hipponensis,CE 4
L624,Epistola CXVIII ad Dioscurum,Augustinus Hipponensis,CE 4
L625,De unico baptismo contra Petilianum (= Ep.120),Augustinus Hipponensis,CE 4
L626,De Divinatione Daemonum,Augustinus Hipponensis,CE 4
L627,Breviculus Collationis contra Donatistas,Augustinus Hipponensis,CE 4
L628,De peccatorum meritis et remissione et de Baptismo Parvulorum,Augustinus Hipponensis,CE 4
L629,De Utilitate Ieiunii,Augustinus Hipponensis,CE 4
L630,De civitate Dei I-III,Augustinus Hipponensis,CE 4
L631,De Bono Viduitatis,Augustinus Hipponensis,CE 4
L632,De Genesi ad Litteram,Augustinus Hipponensis,CE 4
L633,De Genesi ad Litteram Capitula,Augustinus Hipponensis,CE 4
L634,Ad Orosium contra Priscillianistas et Origenistas,Augustinus Hipponensis,CE 4
L635,De origine animae et de sententia Iacobi ad Hieronymum (=Epp. 166-7),Augustinus Hipponensis,CE 4
L636,De civitate Dei IV-V,Augustinus Hipponensis,CE 4
L637,De natura et gratia,Augustinus Hipponensis,CE 4
L638,Epistula ad Firmum,Augustinus Hipponensis,CE 4
L639,De perfectione justitiae hominis,Augustinus Hipponensis,CE 4
L640,Ep.177 to Pope Innocent,Augustinus Hipponensis,CE 4
L641,De gestis Pelagii,Augustinus Hipponensis,CE 4
L642,De correctione Donatistarum (=Ep.185),Augustinus Hipponensis,CE 4
L643,De praesentia Dei ad Dardanum (=Ep.187),Augustinus Hipponensis,CE 4
L644,Laus Cerei,Augustinus Hipponensis,CE 4
L645,De Patientia,Augustinus Hipponensis,CE 4
L646,De civitate Dei VI-X,Augustinus Hipponensis,CE 4
L647,De gratia Christi et de peccato originali,Augustinus Hipponensis,CE 4
L648,De civitate Dei XI-XIII,Augustinus Hipponensis,CE 4
L649,Gesta cum Emerito Donastistarum Episcopo,Augustinus Hipponensis,CE 4
L650,Contra Sermonem Arianorum,Augustinus Hipponensis,CE 4
L651,De Conjugiis Adulterinis,Augustinus Hipponensis,CE 4
L652,Locutiones in Heptateuchum (Locutionum in Heptateuchum libri septem?),Augustinus Hipponensis,CE 4
L653,Quaestiones in Heptateuchum vel Quaestionum in Heptateuchum libri septem,Augustinus Hipponensis,CE 4
L654,De civitate Dei XIV-XVI,Augustinus Hipponensis,CE 4
L655,Ep.194 to Sixtus,Augustinus Hipponensis,CE 4
L656,Enarrationes in Psalmos,Augustinus Hipponensis,CE 4
L657,Contra Adversarium Legis et Prophetarum,Augustinus Hipponensis,CE 4
L658,Contra duas epistolas Pelagianorum,Augustinus Hipponensis,CE 4
L659,Contra Iulianum,Augustinus Hipponensis,CE 4
L660,De nuptiis et concupiscentia,Augustinus Hipponensis,CE 4
L661,Contra Gaudentium Donatistarum Episcopum,Augustinus Hipponensis,CE 4
L662,Enchiridion ad Laurentium de fide spe et charitate,Augustinus Hipponensis,CE 4
L663,De Cura Pro Mortuis Gerenda,Augustinus Hipponensis,CE 4
L664,De civitate Dei XVII,Augustinus Hipponensis,CE 4
L665,De Octo Dulcitii Quaestionibus,Augustinus Hipponensis,CE 4
L666,De civitate Dei XVIII,Augustinus Hipponensis,CE 4
L667,De correptione et gratia,Augustinus Hipponensis,CE 4
L668,De Gratia et Libero Arbitrio,Augustinus Hipponensis,CE 4
L669,De civitate Dei XIX-XXII,Augustinus Hipponensis,CE 4
L670,Retractiones,Augustinus Hipponensis,CE 4
L671,Collatio cum Maximino episcopo Arianorum,Augustinus Hipponensis,CE 4
L672,Contra Maximinum episcopum Arianorum,Augustinus Hipponensis,CE 4
L673,De Haeresibus ad Quodvultdeum,Augustinus Hipponensis,CE 4
L674,De Dono Perseverantiae,Augustinus Hipponensis,CE 4
L675,De praedestinatione sanctorum,Augustinus Hipponensis,CE 4
L676,Tractatus Adversus Iudaeos,Augustinus Hipponensis,CE 4
L677,Opus imperfectum contra secundam responsionem Juliani,Augustinus Hipponensis,CE 4
L678,De Ordine Libri Duo,Augustinus Hipponensis,CE 4
L679,Contra Academicos,Augustinus Hipponensis,CE 4
L680,Soliloquia,Augustinus Hipponensis,CE 4
L681,De Doctrina Christiana,Augustinus Hipponensis,CE 4
L682,Contra Felicem Manichaeum,Augustinus Hipponensis,CE 4
L683,De Trinitate,Augustinus Hipponensis,CE 4
L684,De Bono Conjugali,Augustinus Hipponensis,CE 4
L685,De Sancta Virginitate,Augustinus Hipponensis,CE 4
L686,De gratia novi testamenti (=Ep. 140),Augustinus Hipponensis,CE 4
L687,De spiritu et littera,Augustinus Hipponensis,CE 4
L688,Post collationem contra Donatistas,Augustinus Hipponensis,CE 4
L689,De videndo Deo ad Paulinam (=Ep. 147),Augustinus Hipponensis,CE 4
L690,De Fide et Operibus,Augustinus Hipponensis,CE 4
L691,Tractatus in Ioannis evangelium (begun perhaps 407-408),Augustinus Hipponensis,CE 4
L692,Sermones 355-6,Augustinus Hipponensis,CE 4
L693,Admonitio in sequens fragmentum,Augustinus Hipponensis,CE 4
L694,Adversus V haereses,Augustinus Hipponensis,CE 4
L695,Contra Adimantum,Augustinus Hipponensis,CE 4
L696,Contra Adimantum Manichaei Discipulum,Augustinus Hipponensis,CE 4
L697,Contra epistolam Manichaei,Augustinus Hipponensis,CE 4
L698,Contra epistulam fundamenti,Augustinus Hipponensis,CE 4
L699,Contra Felicem,Augustinus Hipponensis,CE 4
L700,Contra Fortunatum Manichaeum,Augustinus Hipponensis,CE 4
L701,Contra Judaeos paganos et arianos,Augustinus Hipponensis,CE 4
L702,Contra Julianum,Augustinus Hipponensis,CE 4
L703,Contra Maximinum Haereticum Arianorum,Augustinus Hipponensis,CE 4
L704,Contra Mendacium Ad Consentium,Augustinus Hipponensis,CE 4
L705,Contra partem Donati post gesta,Augustinus Hipponensis,CE 4
L706,Contra Priscillianistas et Origenistas,Augustinus Hipponensis,CE 4
L707,Contra Secundam Iuliani Responsionem,Augustinus Hipponensis,CE 4
L708,De actis cum felice Manichaeo,Augustinus Hipponensis,CE 4
L709,De altercatione ecclesiae et synagogae,Augustinus Hipponensis,CE 4
L710,De anima et eius origine contra Vincentium Victorem,Augustinus Hipponensis,CE 4
L711,De Cantico Novo,Augustinus Hipponensis,CE 4
L712,De civitate Dei contra Paganos,Augustinus Hipponensis,CE 4
L713,De Continentia,Augustinus Hipponensis,CE 4
L714,De Dialectica,Augustinus Hipponensis,CE 4
L1033,Carmina,Bonosus Poeta,CE 5/6
L715,De Disciplina Christiana,Augustinus Hipponensis,CE 4
L716,De Diversis Quaestionibus Octoginta Tribus,Augustinus Hipponensis,CE 4
L717,De Excidio Urbis Romae,Augustinus Hipponensis,CE 4
L718,De Gestis cum Emerito Donatistarum Episcopo,Augustinus Hipponensis,CE 4
L719,De Gestis Pelagii ad Aurelium,Augustinus Hipponensis,CE 4
L720,De haeresibus,Augustinus Hipponensis,CE 4
L721,De Magnificentiis S. Hieronymi,Augustinus Hipponensis,CE 4
L722,De natura boni,Augustinus Hipponensis,CE 4
L723,De Octo Quaestionibus ex Veteri Testamento,Augustinus Hipponensis,CE 4
L724,De oratione,Augustinus Hipponensis,CE 4
L725,De peccato originali,Augustinus Hipponensis,CE 4
L726,De Psalmorum Auctore,Augustinus Hipponensis,CE 4
L727,De Quaestionibus Dulcitii,Augustinus Hipponensis,CE 4
L728,De quatuor virtutibus charitatis,Augustinus Hipponensis,CE 4
L729,De rhetorica,Augustinus Hipponensis,CE 4
L730,De Sequentibus Libris,Augustinus Hipponensis,CE 4
L731,De Subsequenti Opere,Augustinus Hipponensis,CE 4
L732,De Symbolo ad Catechumenos,Augustinus Hipponensis,CE 4
L733,Dictum Rheticii de baptismo,Augustinus Hipponensis,CE 4
L734,Enarrationes in Psalmos 1,Augustinus Hipponensis,CE 4
L735,Enarrationes in Psalmos 2,Augustinus Hipponensis,CE 4
L736,Epistola ad Catholicos contra Donatistas,Augustinus Hipponensis,CE 4
L737,Epistola ad Catholicos sive De unitate ecclesiae,Augustinus Hipponensis,CE 4
L738,Epistola ad Valerium,Augustinus Hipponensis,CE 4
L739,Epistola-CCVII,Augustinus Hipponensis,CE 4
L740,Epistolae,Augustinus Hipponensis,CE 4
L741,Epistolae-ad-Valentinum,Augustinus Hipponensis,CE 4
L742,Epistulae,Augustinus Hipponensis,CE 4
L743,Fragmenta Sermonum quorumdam,Augustinus Hipponensis,CE 4
L744,Homilia in Dominica II Adventus,Augustinus Hipponensis,CE 4
L745,In Evangelium Ioannis,Augustinus Hipponensis,CE 4
L746,In Joannis Evangelium Tractatus CXXIV,Augustinus Hipponensis,CE 4
L747,Libellus Adversus Fulgentium Donatistam,Augustinus Hipponensis,CE 4
L748,Notitia,Augustinus Hipponensis,CE 4
L749,Notitia ex libro II Rectractationum,Augustinus Hipponensis,CE 4
L750,Notitia ex libro II Retractationum,Augustinus Hipponensis,CE 4
L751,Oratio Sancti Augustini in librum de Trinitate,Augustinus Hipponensis,CE 4
L752,Post collationem ad Donatistas,Augustinus Hipponensis,CE 4
L753,Quaestiones XVII in Matthaeum,Augustinus Hipponensis,CE 4
L754,Regula ad Servos Dei,Augustinus Hipponensis,CE 4
L755,Retractationes,Augustinus Hipponensis,CE 4
L756,Sermo ad Caesareensis Ecclesiae Plebem Emerito Praesente Dictus,Augustinus Hipponensis,CE 4
L757,Sermo ad Caesariensis Ecclesiae Plebem,Augustinus Hipponensis,CE 4
L758,Sermo de Rusticiano subdiacono,Augustinus Hipponensis,CE 4
L759,Sermo I de Symbolo,Augustinus Hipponensis,CE 4
L760,Sermo II de Symbolo,Augustinus Hipponensis,CE 4
L761,Sermo III de Symbolo,Augustinus Hipponensis,CE 4
L762,Sermo IV de Symbolo,Augustinus Hipponensis,CE 4
L763,Sermo-in-circumcisione-Domini,Augustinus Hipponensis,CE 4
L764,Sermones,Augustinus Hipponensis,CE 4
L765,Sermones de Diversis,Augustinus Hipponensis,CE 4
L766,Sermones de Sanctis,Augustinus Hipponensis,CE 4
L767,Sermones de Scripturis,Augustinus Hipponensis,CE 4
L768,Sermones de Tempore,Augustinus Hipponensis,CE 4
L769,Sermones Dubii,Augustinus Hipponensis,CE 4
L770,Sermones-1,Augustinus Hipponensis,CE 4
L771,Sermones-2,Augustinus Hipponensis,CE 4
L772,Sermones-inediti,Augustinus Hipponensis,CE 4
L773,Speculum de Scriptura Sacra,Augustinus Hipponensis,CE 4
L774,Augustini Ars Breviata,Augustinus Hipponensis,CE 4
L775,Augustini Regulae,Augustinus Hipponensis,CE 4
L776,versus Sibyllae,Augustinus Hipponensis,CE 4
L777,Versus de S. Nabore,Augustinus Hipponensis,CE 4
L778,Privilegium abbatiae Cantuariensis,Augustinus Cantuariensis,CE 6
L779,Meditationes,Augustinus Hipponensis - Anselmus Cantuariensis (Incertus),
L780,De Contritione Cordis,Augustinus Hipponensis - Anselmus Cantuariensis (Incertus),
L781,De Regula Vera Fidei,Augustinus Hipponensis - Fulgentius Ruspensis (Incertus),
L782,In Psalmum XLI,Augustinus Hipponensis - Hieronymus Stridonensis (Incertus),
L783,De Cognitione Verae Vitae,Augustinus Hipponensis - Honorius Augustodunensis - Anselmus Cantuariensis (Incertus),
L784,De Substantia Dilectionis,Augustinus Hipponensis - Hugo de S. Victore (Incertus),
L785,De VII Vitis et VII Donis,Augustinus Hipponensis - Hugo de S. Victore (Incertus),
L786,Psalterium,Augustinus Hipponensis - Ioannes XXII (Incertus),
L787,Sermones Suppositii de Scripturis,Augustinus Hipponensis (Incertus),CE 4
L788,Sermones Suppositii de Tempore,Augustinus Hipponensis (Incertus),CE 4
L789,Sermones Suppositii de Diversis,Augustinus Hipponensis (Incertus),CE 4
L790,De Benedictionibus Iacob Patriarchae,Augustinus Hipponensis (Incertus),CE 4
L791,De Tempore Barbarico,Augustinus Hipponensis (Incertus),CE 4
L792,De Cataclysmo,Augustinus Hipponensis (Incertus),CE 4
L793,De Quarta Feria,Augustinus Hipponensis (Incertus),CE 4
L794,De XII Gradibus Abusionum,Augustinus Hipponensis (Incertus),CE 4
L795,De Vera et Falsa Poenitentia,Augustinus Hipponensis (Incertus),CE 4
L796,De Trinitate et Unitate Dei,Augustinus Hipponensis (Incertus),CE 4
L797,De Rusticiano subdiacono,Augustinus Hipponensis (Incertus),CE 4
L798,Caput postremum Soliloquiorum,Augustinus Hipponensis (Incertus),CE 4
L799,Commonitorium-de-recipiendis-Manichaeis,Augustinus Hipponensis (Incertus),CE 4
L800,De essentia divinitatis,Augustinus Hipponensis (Incertus),CE 4
L801,Appendix,Augustinus Ps.,CE 4
L802,Annotatio in Primum Psalmum,Augustinus Ps.,CE 4
L803,Quaestiones Veteris et Novi Testamenti,Augustinus Ps.,CE 4
L804,Ad Fratres in Eremo Commorantes,Augustinus Ps.,CE 4
L805,Sermones,Augustinus Ps.,CE 4
L806,De Mirabilibus Sacrae Scripturae,Augustinus Ps.,CE 4
L807,Contra Fulgentium,Augustinus Ps.,CE 4
L808,Exposito fidei,Augustinus Ps.,CE 4
L809,Dialogus Queastionum,Augustinus Ps.,CE 4
L810,*carmina (anth. Riese),Augustinus Ps.,CE 4
L811,*ignoti uersus ap. Aug. mus. 5 13 27 ,Augustinus Ps.,CE 4
L812,De Vita Christiana,Augustinus Ps.,CE 4
L813,Sententiae Miscellanae,Augustinus Ps.,CE 4
L814,Speculum Peccatoris,Augustinus Ps.,CE 4
L815,De Symbolo,Augustinus Ps.,CE 4
L816,Admonitio ad virgines,Augustinus Ps.,CE 4
L817,De Diligendo Deo,Augustinus Ps.,CE 4
L818,De Generalitate Eleemosynarum,Augustinus Ps.,CE 4
L874,[Libri de Fastis] Conclusio,Decimus Magnus Ausonius,CE 4
L1098,Dardanus,Caecilius Statius,BCE 2
L819,De Rectitudine Catholicae Conversationis,Augustinus Ps.,CE 4
L820,De vita eremitica,Augustinus Ps.,CE 4
L821,Categoriae Decem,Augustinus Ps.,CE 4
L822,De grammatica,Augustinus Ps.,CE 4
L823,Principia rhetorices,Augustinus Ps.,CE 4
L824,Fragmentum contra Arianos,Augustinus Ps.,CE 4
L825,De Contemptu Mundi,Augustinus Ps.,CE 4
L826,De Vanitate Saeculi,Augustinus Ps.,CE 4
L827,Expositio Cantici Magnificat,Augustinus Ps.,CE 4
L828,De Assumptione Mariae Virginis,Augustinus Ps.,CE 4
L829,De Obedientia et Humilitate,Augustinus Ps.,CE 4
L830,De Visitatione Infirmorum,Augustinus Ps.,CE 4
L831,De XII Lapidibus,Augustinus Ps.,CE 4
L832,Soliloquia Animae ad Deum,Augustinus Ps.,CE 4
L833,Speculum,Augustinus Ps.,CE 4
L834,De Salutaribus Documentis,Augustinus Ps.,CE 4
L835,De Sobrietate et Castitate,Augustinus Ps.,CE 4
L836,De Spiritu et Anima,Augustinus Ps.,CE 4
L837,De Triplici Habitaculo,Augustinus Ps.,CE 4
L838,Scala Paradisi,Augustinus Ps.,CE 4
L839,De ecclesiasticis dogmatibus,Augustinus Ps.,CE 4
L840,De benedictionibus Iacob patriarchae,Augustinus Ps.,CE 4
L841,Liber Sententiarum,Augustinus Ps.,CE 4
L842,De unitate sanctae Trinitatis,Augustinus Ps.,CE 4
L843,carmina,Augustinus Ps.,CE 4
L844,precatio ad Christum,Augustinus Ps.,CE 4
L845,Breviarium in Psalmos,Augustinus Hipponensis - Hieronymus St Incertus,
L846,Poemata,Quintus Gellius Sentius Augurinus,CE 2
L847,Sententiae de Controversiis Finium Inter Lamienses et Hypataeos,Quintus Gellius Sentius Augurinus,CE 2
